name;area_genre;rating;dinner_rating;lunch_rating;dinner_budget;lunch_budget;table;pr
三徳 新宿本店;（東新宿 / デリカテッセン、弁当）;3.02;-;3.02;-; ～￥999;;
ソルナムヤ;（東新宿 / 韓国料理、薬膳）;-;-;-;￥1,000～￥1,999;-;18席／個室なし／全面喫煙可;
とり裕;（新宿三丁目 / しゃぶしゃぶ）;-;-;-;-;-;;
韓国家庭料理・焼肉 ヘラン;（新大久保 / 韓国料理、焼肉、冷麺）;3.03;3.03;3.00;￥2,000～￥2,999; ～￥999;84席／個室なし／全面喫煙可;
オンプー;（東新宿 / その他）;-;-;-;￥2,000～￥2,999;-;個室あり;
ぶっちぎり 新宿;（西武新宿 / その他）;-;-;-;-;-;50席;
高麗;（東新宿 / 韓国料理、焼肉）;3.09;3.04;3.05;￥4,000～￥4,999;￥1,000～￥1,999;248席／個室あり;
中央苑;（東新宿 / 韓国料理、焼肉、ホルモン）;3.53;3.53;-;￥3,000～￥3,999;-;33席／個室なし／全面喫煙可;
新宿ひぐま食堂;（西武新宿 / 和食（その他）、居酒屋、もつ料理）;-;-;-;-;-;5席／個室なし／全面喫煙可;
Ken'sBar;（新宿三丁目 / バー）;3.23;3.23;-;￥3,000～￥3,999;-;10席／個室なし／全面喫煙可;
なぜ蕎麦にラー油を入れるのか。;（東新宿 / そば）;3.51;3.31;3.55; ～￥999; ～￥999;13席／個室なし／完全禁煙;
ヴィラフォンテーヌ新宿;（西武新宿 / 旅館・オーベルジュ（その他））;-;-;-;-; ～￥999;;
スノースプーン;（新大久保 / ドーナツ、天ぷら・揚げ物（その他）、カフェ・喫茶（その他））;3.04;3.00;3.04; ～￥999; ～￥999;2席;
フォンド房;（東新宿 / 居酒屋）;-;-;-;-;-;;
釜山亭;（新大久保 / 焼肉、韓国料理）;3.01;-;3.01;-; ～￥999;;
フローレット;（東新宿 / 洋食、レストラン（その他））;3.00;-;3.00;-; ～￥999;70席／個室なし／分煙;
ホテル　ビンテージ新宿;（西武新宿 / その他）;3.03;-;3.03;-;￥1,000～￥1,999;38席／個室なし／分煙;
二軒目BAR;（東新宿 / 居酒屋、焼酎）;3.16;3.16;-;￥4,000～￥4,999;￥3,000～￥3,999;24席／個室なし／全面喫煙可;
鳳雛 チムタク 大久保店;（東新宿 / 韓国料理）;3.12;3.08;3.07;￥2,000～￥2,999; ～￥999;48席／個室なし／全面喫煙可;
新田裏 とり辰;（東新宿 / 焼鳥、居酒屋）;3.02;3.02;-;￥6,000～￥7,999;-;12席／完全禁煙;
GOON;（東新宿 / 韓国料理）;-;-;-;￥1,000～￥1,999;-;;
小夏食堂;（西武新宿 / 居酒屋）;-;-;-;￥1,000～￥1,999;-;45席／全面喫煙可;
徳川膳武;（東新宿 / つけ麺、ラーメン、スープカレー）;3.53;3.10;3.52;-; ～￥999;6席／個室なし／完全禁煙;
新宿 パール プロデュース ダイニング;（東新宿 / 和食（その他））;-;-;-;-;-;40席;
東海本家;（東新宿 / 韓国料理、魚介料理・海鮮料理、韓国鍋）;3.21;3.26;2.99;￥3,000～￥3,999; ～￥999;70席／個室なし／全面喫煙可;
七丁目のカレー屋;（東新宿 / カレーライス、カフェ）;3.09;-;3.09;-;￥1,000～￥1,999;18席／完全禁煙;
ドトールコーヒーショップ 新宿文化センター通り店;（東新宿 / カフェ）;3.00;3.00;3.00; ～￥999; ～￥999;分煙;
新宿グランベルホテル;（東新宿 / 旅館・オーベルジュ（その他））;3.02;3.00;3.01;￥3,000～￥3,999;-;;
韓流;（東新宿 / 焼肉、韓国料理）;3.00;3.00;-;￥3,000～￥3,999;-;;
桃源郷;（東新宿 / 台湾料理、中華料理）;-;-;-;￥4,000～￥4,999;-;16席／個室なし／全面喫煙可;
サバト;（東新宿 / ダイニングバー、バー、タイ料理）;-;-;-;￥3,000～￥3,999;-;30席／個室なし／全面喫煙可;
がちゃぽん;（西武新宿 / バー）;-;-;-;￥2,000～￥2,999;-;10席／個室なし／分煙;
究極の中国四川料理 湘竹園;（西武新宿 / 中華料理、四川料理）;3.00;3.00;-;￥3,000～￥3,999;-;;
ららみつ;（西武新宿 / 居酒屋）;-;-;-;-;-;;
和菓子処 よしだや 新宿店;（東新宿 / 和菓子）;3.08;3.00;3.08; ～￥999; ～￥999;完全禁煙;
天然果汁を作る店マルス;（西武新宿 / カフェ・喫茶（その他））;3.03;3.03;-; ～￥999;-;16席／個室なし／全面喫煙可;
スーパーホテル 新宿歌舞伎町;（西武新宿 / 旅館・オーベルジュ（その他））;-;-;-;-;-;;
凛凛;（新宿三丁目 / カレーライス、居酒屋・ダイニングバー（その他））;3.00;-;3.00;-; ～￥999;;
和菜ダイニング　あふぁい;（東新宿 / 和食（その他））;-;-;-;￥4,000～￥4,999;-;25席／個室なし／全面喫煙可;
はやし すみやき 新宿店;（西武新宿 / ろばた焼き）;3.06;3.06;-;￥8,000～￥9,999;-;25席／分煙;
バーかくれんぼ;（西武新宿 / バー）;-;-;-;￥4,000～￥4,999;-;;
ハンヤン 本店;（新大久保 / 韓国料理、焼肉、居酒屋）;3.52;3.27;3.47;￥2,000～￥2,999; ～￥999;80席／個室なし／全面喫煙可;
ベローチェ 新宿五丁目店;（新宿三丁目 / カフェ）;3.00;3.00;3.00; ～￥999; ～￥999;120席／分煙;
太和飯店;（東新宿 / 中華料理）;-;-;-; ～￥999; ～￥999;16席;
桐;（西武新宿 / 居酒屋）;-;-;-;-;-;;
山嘉;（西武新宿 / 居酒屋）;-;-;-;-;-;;
lodge;（東新宿 / カフェ、カフェ・喫茶（その他））;3.05;3.00;3.05; ～￥999; ～￥999;個室なし／全面喫煙可;
スナバ;（東新宿 / バー、ハワイ料理、その他）;-;-;-;-;-;25席／全面喫煙可;
